group,name , code
,"Shllak, zgjyrë, skrap dhe mbetje hekuri",14630000-6
,Metale bazë,14700000-8
,"Hekur, plumb, zink, kallaj dhe bakër",14710000-1
,Hekur,14711000-8
,Gizë,14711100-9
,Plumb,14712000-5
,Zink,14713000-2
,Kallaj,14714000-9
,Bakër,14715000-6
,"Alumini, nikel, skandium, titan dhe vanadium",14720000-4
,Alumini,14721000-1
,Oksid alumini,14721100-2
,Nikel,14722000-8
,Skandium,14723000-5
,Titan,14724000-2
,Vanadium,14725000-9
,"Kromit, mangan, kobalt, itrium dhe zirkoni",14730000-7
,Krom,14731000-4
,Mangan,14732000-1
,Kobalt,14733000-8
,Itrium,14734000-5
,Zirconium,14735000-2
,"Molibden, technetium, ruten dhe rodium",14740000-0
,Molibden,14741000-7
,Technetium,14742000-4
,Ruten,14743000-1
,Rodium,14744000-8
,"Kadmium, lutetium, hafnium, tantal dhe tungsten",14750000-3
,Kadmium,14751000-0
,Lutetium,14752000-7
,Hafnium,14753000-4
,Tantal,14754000-1
,Tungsten,14755000-8
,"Iridium, galium, indium, talium dhe barium",14760000-6
,Iridium,14761000-3
,Galium,14762000-0
,Indium,14763000-7
,Talium,14764000-4
,Barium,14765000-1
,"Caesium, stroncium, rubidium dhe kalcium",14770000-9
,Caesium,14771000-6
,Stroncium,14772000-3
,Rubidium,14773000-0
,Kalcium,14774000-7
,"Kalium, magnez, natrium dhe litium",14780000-2
,Kalium,14781000-9
,Magnez,14782000-6
,Sodium,14783000-3
,Litium,14784000-0
,"Niob, osmium, renium dhe paladium",14790000-5
,Niob,14791000-2
,Osmium,14792000-9
,Renium,14793000-6
,Paladium,14794000-3
,Produkte të ndryshme minerale jo-metalike,14800000-9
,Produkte gërryes,14810000-2
,"Gurë mulliri, gurë mprehës dhe rrota bluarjeje",14811000-9
,Gurë mulliri,14811100-0
,Gurë mprehës,14811200-1
,Rrota bluarjeje,14811300-2
,Pluhur ose kokrra abrasive,14812000-6
,Zmeril artificial,14813000-3
,Grafit artificial,14814000-0
,Gotë,14820000-5
,Tekstil me fije qelqi,14830000-8
,Lëndë dytësore të përmirësuara,14900000-0
,Lëndë dytësore të përmirësuara metalike,14910000-3
,Lëndë dytësore të përmirësuara jo-metalike,14920000-6
,Hi dhe mbetje që përmbajnë metale,14930000-9
"Produkte ushqimore, pije, duhan dhe të lidhura me to","Ushqim, pije, duhan dhe produkte të përafërta",15000000-8
,"Produkte shtazore, mish dhe produkte të mishit",15100000-9
,Mish,15110000-2
,Mish gjedhi,15111000-9
,Mish lope,15111100-0
,Mish viçi,15111200-1
,Shpendë,15112000-6
,Pula të freskëta,15112100-7
,Pata,15112110-0
,Gjela,15112120-3
,Pula,15112130-6
,Rosa,15112140-9
,Mëlçi shpendësh,15112300-9
,Gras foie,15112310-2
,Mish derri,15113000-3
,Rropulli,15114000-0
,Mish qengji dhe deleje,15115000-7
,Mish qengji,15115100-8
,Mish deleje,15115200-9
,Mish dhie,15117000-1
,"Mish kali, gomari ose mushke",15118000-8
,Mish kali,15118100-9
,Mish gomari ose mushke,15118900-7
,Mishëra të ndryshme,15119000-5
,Mish lepuri,15119100-6
,Mish lepuri i egër,15119200-7
,Shpend i egër,15119300-8
,Këmbë bretkosash,15119400-9
,Pëllumba,15119500-0
,Mish peshku,15119600-1
,Prodhime mishi,15130000-8
,Preparate dhe konserva mishi,15131000-5
,Produkte mishi për salçiçe,15131100-6
,Mish për salçiçe,15131110-9
,Produkte salçiçesh,15131120-2
,Salçiçe,15131130-5
,Puding i zi dhe salçiçe të tjera gjaku,15131134-3
,Salcice pulash,15131135-0
,"Mish i tharë, i kripur, i tymosur ose i kalitur",15131200-7
,Proshutë e tymosur,15131210-0
,Proshutë,15131220-3
,Sallam,15131230-6
,Preparate të mëlçive,15131300-8
,Tru,15131310-1
,Praparate te mëlçive të patave ose rosave,15131320-4
,Produkte derri,15131400-9
,Proshutë derri,15131410-2
,Qofte derri,15131420-5
,Ushqime të përgatitura derri,15131490-6
,Produkte të pulave,15131500-0
,Mish viçi dhe produkte nga mishi i viçit,15131600-1
,Qofte viçi,15131610-4
,Mish i grirë viçi,15131620-7
,Hamburger me mish viçi,15131640-3
,Preparate mishi,15131700-2
,Peshq të përgatitur dhe të ruajtur,15200000-0
,"Fileto peshku, mëlçi peshku dhe vezë peshku",15210000-3
,Fileto peshku,15211000-0
,Fileto peshku të freskëta,15211100-1
,Vezë peshku,15212000-7
,Mëlçi peshku,15213000-4
,"Peshk të ngrirë, fileto peshku dhe lloje të tjera nga mishi i peshkut",15220000-6
,Peshk i ngrirë,15221000-3
,Produktet të ngrira peshku,15229000-9
,Peshk i thatë apo i kripur; peshk në shëllirë; peshk i tymosur,15230000-9
,Peshk i thatë,15231000-6
,Peshk i kripur,15232000-3
,Peshk në shëllirë,15233000-0
,Peshk i tymosur,15234000-7
,Peshk i ruajtur,15235000-4
,Peshk i konservuar ose produkte te tjera peshku të përgatitura ose të ruajtura,15240000-2
,Peshk i konservuar ose i paketuar,15241000-9
,Salmon i konservuar,15241100-0
,Harenga të përgatitura ose të ruajtura,15241200-1
,Sardele,15241300-2
,Ton i konservuar,15241400-3
,Skumbri,15241500-4
,Sardele (anchovies),15241600-5
,Shkopinj peshku,15241700-6
,Përgatitje të paketuara të peshkut,15241800-7
,Ushqime të përgatitura peshku,15242000-6
,Përgatitje të peshku,15243000-3
,Havjar dhe vezë peshku,15244000-0
,Havjar,15244100-1
,Vezë peshku,15244200-2
,Ushqime deti,15250000-5
,Krustace të ngrira,15251000-2
,Krustace të pergatitura apo të ruajtura,15252000-9
,Produkte të butakave,15253000-6
,"Fruta, perime dhe produkteve të përafërta",15300000-1
,Patate dhe produkte të patates,15310000-4
,Patate të ngrira,15311000-1
,Patate të skuqura ose patatina,15311100-2
,"Patate ne feta, kubike  ose të tjera të ngrira",15311200-3
,Produkte patatesh,15312000-8
,Pure patatesh të çastit,15312100-9
,Patate të gjysmë të skuqura,15312200-0
,Patatina,15312300-1
,Patatina me erëza,15312310-4
,Ushqime të shpejta me patate,15312400-2
,Kroketa me patate,15312500-3
,Patate të përpunuara,15313000-5
,Lëngje frutash dhe perimesh,15320000-7
,Lëngje frutash,15321000-4
,Lëng portokalli,15321100-5
,Lëng grejpfruti,15321200-6
,Lëng limoni,15321300-7
,Lëng ananasi,15321400-8
,Leng rrushi,15321500-9
,Lëng molle,15321600-0
,Përzierje lëngjesh jo të koncentruara,15321700-1
,Lëngje të koncentruar,15321800-2
,Lëngje perimesh,15322000-1
,Lëng domate,15322100-2
,Fruta dhe perime të përpunuara,15330000-0
,Perime të përpunuara,15331000-7
,Perime të freskëta ose të ngrira,15331100-8
,Perime me rrënjë të përpunuara,15331110-1
,Perime me zhardhok të përpunuara,15331120-4
,"Fasule, bizele, speca, domate dhe perime të tjera",15331130-7
,Fasule të përpunuara,15331131-4
,Bizele të përpunuara,15331132-1
,Bizele të thata të ndara,15331133-8
,Domate të përpunuara,15331134-5
,Kërpudha të përpunuara,15331135-2
,Speca të përpunuara,15331136-9
,Lakër soje,15331137-6
,Tartuf,15331138-3
,Perime me gjethe dhe lakra,15331140-0
,Lakër e përpunuar,15331142-4
,Perime bishtajore të përpunuara,15331150-3
,Perime të ngrira,15331170-9
,Perime të konservuara dhe / ose të ruajtura,15331400-1
,Fasule në salcë domatesh,15331410-4
,Fasule të pjekura,15331411-1
,Domate të ruajtura,15331420-7
,Domate të konservuara,15331423-8
,Pure domatesh,15331425-2
,Pure domatesh të koncentruara,15331427-6
,Salce domatesh,15331428-3
,Kërpudha të konservuara,15331430-0
,Ullinj të përpunuara,15331450-6
,Perime te konservuara,15331460-9
,Lakër turshi e konservuar,15331461-6
,Bizele të konservuara,15331462-3
,Fasule të qëruara të konservuara,15331463-0
,Fasule të plota të konservuara,15331464-7
,Shparg i konservuar,15331465-4
,Ullinj të konservuar,15331466-1
,Misër i ëmbël,15331470-2
,Perime të konservuara përkohësisht,15331480-5
,Perime të ruajtura në uthull,15331500-2
,Fruta të përpunuara dhe arra,15332000-4
,Fruta të përpunuara,15332100-5
,Mollë të përpunuara,15332140-7
,Dardha përpunuara,15332150-0
,Banane përpunuara,15332160-3
,Raven,15332170-6
,Pjepra,15332180-9
,"Reçelëra dhe marmalada, xhelatinë fruta; pure dhe pasta frutash ose arrash",15332200-6
,Marmelata,15332230-5
,Marmelatë portokalli,15332231-2
,Marmelatë limoni,15332232-9
,Xhelatinë frutash,15332240-8
,Pastë frutash,15332250-1
,Pastë arrash,15332260-4
,Gjalp kikiriku,15332261-1
,Pure frutash,15332270-7
,Reçelëra,15332290-3
,Reçel kajsie,15332291-0
,Reçel manaferrash,15332292-7
,Reçel rrushi të zi,15332293-4
,Reçel qershie,15332294-1
,Reçel mjedre,15332295-8
,Reçel luleshtrydhesh,15332296-5
,Arra të përpunuara,15332300-7
,Arra të pjekura ose të kripura,15332310-0
,Fruta të ruajtura,15332400-8
,Fruta të thata,15332410-1
,Stafidhe të përpunuara,15332411-8
,Rrush i përpunuar,15332412-5
,Rrush sulltan,15332419-4
,Produkte nga perimet,15333000-1
,Vajra dhe yndyrna shtazore ose bimore,15400000-2
,Vajra dhe yndyrna shtazore ose bimore të papërpunuara,15410000-5
,Vajra shtazore ose bimore,15411000-2
,Vajra bimore,15411100-3
,Vaj ulliri,15411110-6
,Vaj susami,15411120-9
,Vaj kikiriku,15411130-2
,Vaj kokosit,15411140-5
,Vaj gatimi,15411200-4
,Tiganisje naftës,15411210-7
,Yndyrna,15412000-9
,Yndyrna shtazore,15412100-0
,Yndyrna vegjetale,15412200-1
,Mbetje të ngurta të yndyrnave vegjetale ose vajra,15413000-6
,Bërsi për kafshët,15413100-7
,Vajra të rafinuar dhe yndyrna,15420000-8
,Vajra të rafinuar,15421000-5
,Yndyrna të rafinuar,15422000-2
,Vajra të hidrogjenuara ose esterifikuara apo yndyrna,15423000-9
,Dylle vegjetale,15424000-6
,Yndyrna ushqimore,15430000-1
,Margarinë dhe përgatitje të ngjashme,15431000-8
,Margarinë,15431100-9
,Margarinë e lëngshme,15431110-2
,Produkte për lyerje me yndyrë të ulët ose të reduktuar,15431200-0
,Produkte të qumështit,15500000-3
,Qumësht dhe krem,15510000-6
,Qumësht,15511000-3
,Qumështi i pasterizuar,15511100-4
,Qumështi i sterilizuar,15511200-5
,Qumështi uht,15511210-8
,Qumësht i skremuar,15511300-6
,Qumështi gjysëm i skremuar,15511400-7
,Qumësht me krem të plotë,15511500-8
,Qumështi i kondensuar,15511600-9
,Qumesht pluhur,15511700-0
,Krem,15512000-0
,Krem i hollë,15512100-1
,Krem të dyfishtë,15512200-2
,Krem mpiksur,15512300-3
,Krem i rrahur,15512900-9
,Gjalpë,15530000-2
,Produkte të djathit,15540000-5
,Djathë tavoline,15541000-2
,Djathë i freskët,15542000-9
,Gjizë,15542100-0
,Djathë i butë,15542200-1
,Djathë feta,15542300-2
,"Djathra të integruar, pluhur dhe lloje të tjera",15543000-6
,Djathë blu,15543100-7
,Djath ceder,15543200-8
,Djathë i integruar,15543300-9
,Djathë parmixhan,15543400-0
,Djathë i stazhionuar,15544000-3
,Krem djathi,15545000-0
,Produkte të ndryshme të qumështit,15550000-8
,Kos dhe produkte të tjera të fermentuara të qumështit,15551000-5
,Kos,15551300-8
,Kos jo i aromatizuar,15551310-1
,Kos i aromatizuar,15551320-4
,Dhallë,15551500-0
,Kazeinë,15552000-2
,Shurup laktose ose laktose,15553000-9
,Hirrë,15554000-6
,Akullore dhe produkte të ngjashme,15555000-3
,Akullore,15555100-4
,Akullore me lëng frutash,15555200-5
,"Produktet drithërash mulliri, niseshte dhe produkte të niseshtes",15600000-4
,Produktet drithërash mulliri,15610000-7
,Oriz me lëvore,15611000-4
,Miell drithërash ose perimesh dhe produkte të përafërta,15612000-1
,Miell gruri,15612100-2
,Miell i pasitur,15612110-5
,Miell buke,15612120-8
,Miell i thjeshtë,15612130-1
,Miell pastiçerie,15612150-7
,Miell me maja,15612190-9
,Miell drithërash,15612200-3
,Miell misri,15612210-6
,Miell orizi,15612220-9
,Miell vegjetal dhe miell vegjetal për ushqime,15612300-4
,Përzierje dhe preparate për furrat,15612400-5
,Përzierje për torta,15612410-8
,Përzierje për pjekje,15612420-1
,Produkte furre,15612500-6
,Produkte nga kokrrat e drithërave,15613000-8
,Krunde tërshëre,15613100-9
,Produkte drithërash,15613300-1
,Drithëra të përgatitura për mëngjes,15613310-4
,Kornfleiks,15613311-1
,Muesli ose ekuivalent,15613313-5
,Gruri i fryrë,15613319-7
,Krunde tërshëre,15613380-5
,Oriz i përpunuar,15614000-5
,Oriz me kokërr të gjatë,15614100-6
,Oriz i bluar,15614200-7
,Oriz i thyer,15614300-8
,Krunde,15615000-2
,Niseshte dhe produkte niseshteje,15620000-0
,Vaj misri,15621000-7
,Glukozë dhe produkte glukoze; fruktozë dhe produkte fruktoze,15622000-4
,Glukozë dhe produkte glukoze,15622100-5
,Glukozë,15622110-8
,Shurup glukoze,15622120-1
,Fruktozë dhe produkte fruktoze,15622300-7
,Fruktozë,15622310-0
,Preparate fruktoze,15622320-3
,Solucione fruktoze,15622321-0
,Shurup fruktoze,15622322-7
,Niseshte,15623000-1
,Tapiokë,15624000-8
,Bollgur,15625000-5
,Krem karamel pluhur,15626000-2
,Ushqime kafshësh,15700000-5
,Ushqim i përgatitur për kafshë të fermës dhe kafshë të tjera,15710000-8
,Ushqim peshku,15711000-5
,Ushqim i thatë,15712000-2
,Ushqim kafshesh,15713000-9
,Produkte ushqimore të ndryshme,15800000-6
,"Produkte buke, mallra të freskëta, pasta dhe ëmbëlsira",15810000-9
,Produkte buke,15811000-6
,Bukë,15811100-7
,Panine,15811200-8
,Kruansan,15811300-9
,Gurabije,15811400-0
,Produkte buke të përgatitur,15811500-1
,Sanduiçe,15811510-4
,Sanduiçe të përgatitur,15811511-1
,Mallrave pastash dhe ëmbëlsira,15812000-3
,Mallrave pastash,15812100-4
,Byrekë,15812120-0
,Byrekë pikante,15812121-7
,Byrekë të ëmbël,15812122-4
,Kek,15812200-5
,Ushqime për mëngjes,15813000-0
,Peksimadhe dhe biskota; ushqime të ruajtura brumi dhe ëmbëlsira,15820000-2
,Produkte buke të thekur dhe ushqime brumi,15821000-9
,Produkte buke të thekur,15821100-0
,Bukë e thekur,15821110-3
,Bukë krokante,15821130-9
,Peksimadhe,15821150-5
,Biskota të ëmbla,15821200-1
,Produkte sheqeri dhe produkte të përafërta,15830000-5
,Sheqer,15831000-2
,Sheqer të bardhë,15831200-4
,Sheqer panje dhe shurup panje,15831300-5
,Melasë,15831400-6
,Shurupe sheqeri,15831500-7
,Mjaltë,15831600-8
,Mbeturina nga prodhimi i sheqerit,15832000-9
,Produkte të sheqerit,15833000-6
,Ëmbëlsira,15833100-7
,Torta,15833110-0
,"Kakao, çokollata dhe ëmbëlsira sheqeri",15840000-8
,Kakao,15841000-5
,Krem kakao,15841100-6
,"Gjalpë kakao, yndyrë ose vaj",15841200-7
,Pluhur kakaoje jo i ëmbëlsuar,15841300-8
,Pluhur kakaoje i ëmbëlsuar,15841400-9
,Çokollatë dhe ëmbëlsira sheqeri,15842000-2
,Çokollate,15842100-3
,Produkte me çokollatë,15842200-4
,Çokollatë për t'u pirë,15842210-7
,Kallëpë çokollate,15842220-0
,Ëmbëlsira,15842300-5
,Ëmbëlsira të ziera,15842310-8
,Nuga,15842320-1
,"Fruta, arra ose fruta të qërura të ruajtura në sheqer",15842400-6
,Produkte makaronash,15850000-1
,Produktet brumi,15851000-8
,Makarona të papjekura,15851100-9
,Makarona të përgatitura dhe kus-kus,15851200-0
,Makarona të përgatitura,15851210-3
,Makarona të mbushura,15851220-6
,Lazanje,15851230-9
,Kus-kus,15851250-5
,Makarona të konservuar,15851290-7
,"Kafe, çaj dhe produkte të përafërta",15860000-4
,Kafe,15861000-1
,Kafe e pjekur,15861100-2
,Kafe dekafeinato,15861200-3
,Zëvendësues të kafesë,15862000-8
,Çaj,15863000-5
,Çaj jeshil,15863100-6
,Çaj i zi,15863200-7
,Përgatitje të çajit apo matese,15864000-2
,Qese çaji,15864100-3
,Infusione bimore,15865000-9
,Erëza dhe aromatizues,15870000-7
,"Uthull; sauces; erëza të përziera; miell mustarde dhe ushqim; përgatitur
mustardë",15871000-4
,Uthull dhe zëvendësues uthulle,15871100-5
,Uthull ose ekuivalent,15871110-8
,"Salca, erëza të përziera e aromatizues të përzier",15871200-6
,Salcë soje,15871210-9
,Ketchup domatesh,15871230-5
,Mustardë,15871250-1
,Salcë,15871260-4
,Erëza të përziera,15871270-7
,Majonezë,15871273-8
,Salca për sanduiç,15871274-5
,Chutney,15871279-0
,Barishte dhe erëza,15872000-1
,Piper,15872100-2
,Erëza,15872200-3
,Barishte,15872300-4
,Kripë,15872400-5
,Xhenxhefil,15872500-6
,Produkte të veçanta ushqimore,15880000-0
,Pergatitje ushqimore te homogjenizuara,15881000-7
,Produktet dietetikë,15882000-4
,Ushqim për fëmijë,15884000-8
,Produkte të ndryshme ushqimore dhe mallra të thata,15890000-3
,Supë dhe lëng mishi,15891000-0
,Supë mishi,15891100-1
,Supë peshku,15891200-2
,Supë të përziera,15891300-3
,Supë,15891400-4
,Përzierje për supëra,15891410-7
,Leng mishi,15891500-5
,Asortimente,15891600-6
,Përzierje për asortimente,15891610-9
,Supë perimesh,15891900-9
,"Lengje bimore, ekstrakte, substanca peptike dhe trashese",15892000-7
,Leng perimesh,15892100-8
,Ekstrakte vegjetale,15892200-9
,Trashese,15892400-1
,Ushqime të thata,15893000-4
,Përzierje ushqimesh,15893100-5
,Përzierje ëmbëlsirash,15893200-6
,Përzierje lëngjesh mishi,15893300-7
,Produkte të përpunuara ushqimore,15894000-1
,Pako vegane,15894100-2
,Ushqime të përgatitura,15894200-3
,Ushqime për shkollë,15894210-6
,Ushqime për spitalit,15894220-9
,Vakte të përgatitura,15894300-4
,Ushqime të shpejta,15894400-5
,Përbërës për distributorë automatikë,15894500-6
,Mbushje për sanduiç,15894600-7
,Sallameria,15894700-8
,Produkte për fast-food,15895000-8
,Hamburgera,15895100-9
,Produkte të ngrira shumë,15896000-5
,Mallra të konservuar dhe ushqime në terren,15897000-2
,Racione terreni,15897100-3
,Mallra të konservuar,15897200-4
,Pako ushqimore,15897300-5
,Maja,15898000-9
,Pluhur pjekjeje,15899000-6
,"Pije, duhan dhe produkte që lidhen me to",15900000-7
,Pije të distiluara alkoolike,15910000-0
,Pije alkoolike,15911000-7
,Alkoolike,15911100-8
,Liker,15911200-9
,Verëra,15930000-6
,Verëra jo të aromatizuara,15931000-3
,Verë me gaz,15931100-4
,Verë tavoline,15931200-5
,Port,15931300-6
,Maderë,15931400-7
,Musht rrushi,15931500-8
,Sheri,15931600-9
,Fundërrina e verës,15932000-0
,Musht dhe verëra të tjera frutash,15940000-9
,Musht,15941000-6
,Verëra frutash,15942000-3
,Pije të fermentuara jo të distiluara,15950000-2
,Vermut,15951000-9
,Birrë malt,15960000-5
,Birrë,15961000-2
,Birrë e çelët,15961100-3
,Produke të birrës ose të distilimit të alkooleve,15962000-9
,Pije jo-alkolike,15980000-1
,Ujë mineral,15981000-8
,Uji mineral pa gaz,15981100-9
,Ujë mineral me gaz,15981200-0
,Uji në formë të ngurtë,15981300-1
,Akull,15981310-4
,Borë,15981320-7
,Ujëra minerale të aromatizuara,15981400-2
,Pije të lehta,15982000-5
,Squashes fruta,15982100-6
,Qumësht me çokollatë,15982200-7
,"Duhan, mallra dhe furnizime duhani",15990000-4
,Mallra duhani,15991000-1
,Puro,15991100-2
,Cigarillos,15991200-3
,Cigare,15991300-4
,Duhan,15992000-8
,Duhan i përpunuar,15992100-9
,Furnizimet duhani,15993000-5
,Letër cigaresh dhe letër filtri,15994000-2
,Letër cigaresh,15994100-3
,Letër filtri,15994200-4
Punë ndërtimore,Punë ndërtimi,45000000-7
,Vënd i pregatitjes së punës,45100000-8
,Punë shkatërruese për ndërtim dhe punë prishëse dhe punë gërrmuese,45110000-1
,"Shkatërrimi, pregatitja e vendit dhe pastrim i vendit",45111000-8
,Punë shkatërruese,45111100-9
,Pregatitja e vendit dhe pastrimi i vendit,45111200-0
,Shpërthime të lidhura me punën për heqjen e shkëmbinjve,45111210-3
,Punë shpërthimi,45111211-0
,Punë për heqje shkëmbinjsh,45111212-7
,Punë për pastrimin e vendit,45111213-4
,Punë për pastrimin e vendit për shpërthim,45111214-1
,Punë pastrimi,45111220-6
,Punë stabilizimi terreni,45111230-9
,Punë për drenazhim terreni,45111240-2
,Punë për investigim terreni,45111250-5
,Punë për të pregatitur terrenin për miniera,45111260-8
,Punime kryesore për shërbime,45111290-7
,Punime për zhvillimin e terrenit,45111291-4
,Punime çmontimi,45111300-1
,Punime çmontimi për instalacione ushtarake,45111310-4
,Punime çmontimi për instalacione sigurie,45111320-7
,Punime gërrmimi,45112000-5
,Punime për hapje gropash,45112100-6
,Punime për zhveshjen e tokës,45112200-7
,Punime për zhveshjen e shtresës së sipërme te tokës,45112210-0
,Infill dhe punë rekuperuese,45112300-8
,Punime infill,45112310-1
,Punë rekuperuese të tokës,45112320-4
,Punë rekuperuese të terrenit,45112330-7
,Punë dekontaminuese të tokës,45112340-0
,Rekuperim i zonave të mbetjeve,45112350-3
,Punime për rehabilitimin e tokës,45112360-6
,Punime gërrmuese,45112400-9
,Punime për gërrmim varresh,45112410-2
